测量电压值（采集30分钟，每秒钟记录50次）,测量电流值（采集30分钟，每秒钟记录50次）,测量功率值（采集30分钟，每秒钟记录50次）
225.69,0.026128,4.5985
225.69,0.025846,4.5318
225.69,0.025961,4.5367
225.69,0.026083,4.5504
225.69,0.026061,4.5753
225.69,0.025741,4.5061
225.69,0.025973,4.5832
225.69,0.026078,4.5535
225.69,0.025795,4.5377
225.69,0.025975,4.5505
225.69,0.026024,4.5837
225.69,0.026079,4.5751
225.69,0.026055,4.5374
225.69,0.026162,4.594
225.69,0.026114,4.5654
225.69,0.026168,4.5685
225.69,0.02612,4.5841
225.69,0.026129,4.5944
225.69,0.02601,4.5392
225.69,0.026092,4.5593
225.69,0.02612,4.5565
225.69,0.02615,4.5756
225.69,0.025907,4.5323
225.69,0.026103,4.5523
225.69,0.025868,4.5475
225.69,0.026105,4.5899
225.69,0.02619,4.5795
225.69,0.025905,4.522
225.69,0.026017,4.5684
225.69,0.025965,4.5457
225.69,0.025976,4.5462
225.69,0.025999,4.5699
225.69,0.026017,4.5611
225.69,0.026106,4.5672
225.69,0.026191,4.5777
225.69,0.026213,4.6105
225.69,0.02595,4.5652
225.69,0.026095,4.5729
225.69,0.026061,4.5297
225.69,0.025968,4.5179
225.69,0.026133,4.5995
225.69,0.025968,4.5509
225.69,0.026005,4.5568
225.69,0.025954,4.5324
225.69,0.025963,4.558
225.69,0.025823,4.522
225.69,0.025987,4.5786
225.69,0.026029,4.5601
225.69,0.025952,4.537
225.69,0.02591,4.5466
225.69,0.025967,4.5507
225.69,0.025983,4.549
225.69,0.026204,4.6016
225.69,0.026025,4.5717
225.69,0.026025,4.5521
225.69,0.025925,4.5424
225.69,0.025988,4.5502
225.69,0.026085,4.5582
225.69,0.026101,4.6035
225.69,0.02619,4.5751
225.69,0.026168,4.6035
225.69,0.02619,4.5789
225.69,0.026094,4.5664
225.69,0.026056,4.5612
225.69,0.026113,4.544
225.69,0.025841,4.5186
225.69,0.025952,4.5377
225.69,0.025947,4.5177
225.69,0.026089,4.5769
225.69,0.026099,4.5693
225.69,0.026125,4.5794
225.69,0.026016,4.5449
225.69,0.025931,4.5263
225.69,0.026075,4.5777
225.69,0.025959,4.5541
225.69,0.025959,4.5458
225.69,0.025973,4.5468
225.69,0.026067,4.5563
225.69,0.025908,4.5279
225.69,0.026118,4.561
225.69,0.026071,4.5492
225.69,0.026013,4.5698
225.69,0.02602,4.5648
225.69,0.026156,4.5804
225.69,0.02601,4.5348
225.69,0.026061,4.553
225.69,0.026019,4.5667
225.69,0.025887,4.5487
225.69,0.02595,4.5424
225.69,0.025894,4.5171
225.69,0.026144,4.5989
225.69,0.025964,4.5114
225.69,0.025992,4.5475
225.69,0.026096,4.5639
225.69,0.026012,4.5606
225.69,0.026127,4.5724
225.69,0.026027,4.5559
225.69,0.026104,4.555
225.69,0.026135,4.5506
225.69,0.02611,4.5756
225.69,0.025806,4.5111
225.69,0.025971,4.5443
225.69,0.026078,4.5632
225.69,0.025945,4.5364
225.69,0.026023,4.5538
225.69,0.025963,4.5405
225.69,0.025906,4.5413
225.69,0.02607,4.569
225.69,0.0261,4.5587
225.69,0.026084,4.5594
225.69,0.026012,4.5401
225.69,0.026083,4.5648
225.69,0.026184,4.5694
225.69,0.026065,4.57
225.69,0.026082,4.5657
225.69,0.025963,4.5725
225.69,0.025949,4.5485
225.69,0.025933,4.5449
225.69,0.02616,4.5692
225.69,0.025937,4.5183
225.69,0.025973,4.5484
225.69,0.026201,4.5954
225.69,0.026058,4.5392
225.69,0.025972,4.5471
225.69,0.025913,4.5206
225.69,0.025953,4.5243
225.69,0.025981,4.551
225.69,0.026059,4.5616
225.69,0.025964,4.5561
225.69,0.026104,4.5411
225.69,0.02576,4.525
225.69,0.025802,4.5123
225.69,0.025979,4.5533
225.69,0.02604,4.5558
225.69,0.025994,4.5539
225.69,0.025843,4.54
225.69,0.026053,4.543
225.69,0.025916,4.5524
225.69,0.026042,4.5706
225.69,0.025948,4.5368
225.69,0.025903,4.5227
225.69,0.025898,4.5316
225.69,0.026061,4.573
225.69,0.02589,4.5211
225.69,0.026067,4.5401
225.69,0.025915,4.53
225.69,0.025926,4.5279
225.69,0.026046,4.5562
225.69,0.025971,4.5604
225.69,0.02585,4.518
225.69,0.025926,4.5012
225.69,0.025969,4.5128
225.69,0.025872,4.5345
225.69,0.025964,4.5362
225.69,0.026017,4.556
225.69,0.025879,4.5133
225.69,0.026005,4.542
225.69,0.025967,4.5814
225.69,0.026214,4.582
225.69,0.025958,4.5491
225.69,0.026103,4.532
225.69,0.026223,4.5827
225.69,0.02585,4.5282
225.69,0.026023,4.5508
225.69,0.025917,4.5377
225.69,0.025903,4.5115
225.69,0.026119,4.6063
225.69,0.025804,4.5045
225.69,0.026028,4.5668
225.69,0.026074,4.5731
225.69,0.02605,4.5701
225.69,0.025963,4.5419
225.69,0.02602,4.587
225.69,0.025831,4.5423
225.69,0.025981,4.5559
225.69,0.025885,4.5456
225.69,0.026018,4.5634
225.69,0.026005,4.575
225.69,0.02597,4.5395
225.69,0.026043,4.5461
225.69,0.026033,4.5732
225.69,0.025962,4.5265
225.69,0.026126,4.5653
225.69,0.026107,4.5927
225.69,0.026089,4.5688
225.69,0.025938,4.541
225.69,0.025932,4.5354
225.69,0.026127,4.5687
225.69,0.025813,4.4874
225.69,0.025884,4.5368
225.69,0.026,4.582
225.69,0.025952,4.5622
225.69,0.025986,4.5689
225.69,0.026151,4.6054
225.69,0.025772,4.5189
225.69,0.025939,4.5417
225.69,0.026097,4.5883
225.69,0.026065,4.5431
225.69,0.026045,4.558
225.69,0.02606,4.5546
225.69,0.02589,4.5332
225.69,0.025934,4.5341
225.69,0.02606,4.5425
225.69,0.026249,4.6198
225.69,0.025969,4.5366
225.69,0.025964,4.5523
225.69,0.026053,4.5513
225.69,0.025893,4.5342
225.69,0.025935,4.5373
225.69,0.025997,4.5433
225.69,0.026106,4.5572
225.69,0.025958,4.5324
225.69,0.026134,4.5837
225.69,0.025954,4.5353
225.69,0.02607,4.5657
225.69,0.026143,4.556
225.69,0.025965,4.5571
225.69,0.026178,4.5735
225.69,0.025921,4.5367
225.69,0.025977,4.5544
225.69,0.025854,4.5072
225.69,0.02599,4.5432
225.69,0.025936,4.5531
225.69,0.026011,4.5247
225.69,0.025909,4.558
225.69,0.026014,4.5845
225.69,0.026085,4.5671
225.69,0.026049,4.5445
225.69,0.025954,4.5379
225.69,0.025876,4.527
225.69,0.026045,4.57
225.69,0.026049,4.5677
225.69,0.025995,4.5449
225.69,0.02608,4.5778
225.69,0.026036,4.5659
225.69,0.025987,4.5641
225.69,0.026102,4.5689
225.69,0.025941,4.5589
225.69,0.026137,4.5817
225.69,0.026107,4.5867
225.69,0.026063,4.5597
225.69,0.025983,4.5481
225.69,0.026146,4.5718
225.69,0.026234,4.6045
225.69,0.025878,4.5094
225.69,0.025983,4.5535
225.69,0.026131,4.5962
225.69,0.025912,4.5306
225.69,0.026006,4.5544
225.69,0.025941,4.5415
225.69,0.026176,4.5959
225.69,0.026062,4.5294
225.69,0.026081,4.5667
225.69,0.025995,4.5515
225.69,0.025946,4.5522
225.69,0.026048,4.556
225.69,0.025808,4.5248
225.69,0.026065,4.57
225.69,0.025967,4.5305
225.69,0.026079,4.5459
225.69,0.026051,4.5605
225.69,0.025831,4.5045
225.69,0.026032,4.525
225.69,0.025997,4.5384
225.69,0.025983,4.5584
225.69,0.026126,4.5678
225.69,0.025975,4.5667
225.69,0.025971,4.5558
225.69,0.025993,4.593
225.69,0.026012,4.5474
225.69,0.026087,4.5575
225.69,0.025931,4.5316
225.69,0.02601,4.5529
225.69,0.026043,4.5588
225.69,0.025923,4.5398
225.69,0.026033,4.5471
225.69,0.025822,4.5353
225.69,0.025852,4.5255
225.69,0.026058,4.5629
225.69,0.02592,4.536
225.69,0.026065,4.5382
225.69,0.02605,4.5445
225.69,0.026081,4.5606
225.69,0.026093,4.5309
225.69,0.026032,4.5569
225.69,0.026139,4.577
225.69,0.025948,4.5421
225.69,0.025976,4.54
225.69,0.025927,4.5052
225.69,0.026136,4.5708
225.69,0.026085,4.572
225.69,0.026096,4.581
225.69,0.026139,4.5732
225.69,0.026068,4.5702
225.69,0.026028,4.5411
225.69,0.026151,4.5689
225.69,0.026002,4.5606
225.69,0.025952,4.5561
225.69,0.025896,4.535
225.69,0.025795,4.5327
225.69,0.025846,4.5463
225.69,0.025941,4.5274
225.69,0.026033,4.5414
225.69,0.025981,4.5414
225.69,0.025919,4.508
225.69,0.025992,4.543
225.69,0.025961,4.5377
225.69,0.026004,4.5775
225.69,0.025993,4.5422
225.69,0.026041,4.5547
225.69,0.025996,4.5513
225.69,0.025932,4.5452
225.69,0.026056,4.573
225.69,0.025877,4.5218
225.69,0.026049,4.5785
225.69,0.025933,4.5344
225.69,0.02596,4.5468
225.69,0.025883,4.5349
225.69,0.026102,4.5553
225.69,0.025879,4.522
225.69,0.025937,4.5198
225.69,0.026037,4.5506
225.69,0.026,4.5569
225.69,0.026014,4.5373
225.69,0.025925,4.5416
225.69,0.025863,4.553
225.69,0.026087,4.5622
225.69,0.026251,4.5832
225.69,0.025952,4.5268
225.69,0.02582,4.5216
225.69,0.026184,4.5822
225.69,0.026001,4.5708
225.69,0.025986,4.5351
225.69,0.025973,4.5504
225.69,0.025931,4.5512
225.69,0.026035,4.5674
225.69,0.025793,4.5033
225.69,0.02594,4.5495
225.69,0.026151,4.5756
225.69,0.025947,4.5436
225.69,0.025846,4.5477
225.69,0.025815,4.5384
225.69,0.025892,4.5321
225.69,0.025998,4.5583
225.69,0.025969,4.5219
225.69,0.025952,4.5611
225.69,0.026089,4.578
225.69,0.025965,4.5279
225.69,0.025989,4.552
225.69,0.026074,4.56
225.69,0.026209,4.5715
225.69,0.025936,4.532
225.69,0.026008,4.5424
225.69,0.025838,4.5407
225.69,0.026084,4.5753
225.69,0.026084,4.5593
225.69,0.025997,4.552
225.69,0.026022,4.5358
225.69,0.026124,4.5967
225.69,0.026122,4.5682
225.69,0.026129,4.5599
225.69,0.026005,4.5578
225.69,0.026072,4.5703
225.69,0.02593,4.5226
225.69,0.026,4.5552
225.69,0.026136,4.5874
225.69,0.026054,4.567
225.69,0.02591,4.5316
225.69,0.026048,4.5674
225.69,0.025973,4.5203
225.69,0.02606,4.5299
225.69,0.026117,4.5456
225.69,0.025994,4.5406
225.69,0.02594,4.5522
225.69,0.026024,4.5422
225.69,0.026106,4.5613
225.69,0.025965,4.5326
225.69,0.025984,4.544
225.69,0.026118,4.5697
225.69,0.026081,4.5715
225.69,0.026089,4.5896
225.69,0.02592,4.5204
225.69,0.025988,4.5329
225.69,0.026072,4.554
225.69,0.02588,4.5212
225.69,0.025858,4.5365
225.69,0.026014,4.563
225.69,0.025853,4.5141
225.69,0.026032,4.5231
225.69,0.025951,4.5216
225.69,0.025841,4.518
225.69,0.026057,4.5568
225.69,0.026052,4.577
225.69,0.02612,4.6
225.69,0.026092,4.5783
225.69,0.026045,4.5704
225.69,0.026138,4.5767
225.69,0.025902,4.5266
225.69,0.025897,4.539
225.69,0.026051,4.5245
225.69,0.026018,4.562
225.69,0.026145,4.6058
225.69,0.025867,4.5389
225.69,0.02589,4.5422
225.69,0.025863,4.5225
225.69,0.026118,4.5755
225.69,0.025988,4.5374
225.69,0.025956,4.5382
225.69,0.026,4.5631
225.69,0.026052,4.561
225.69,0.026016,4.5683
225.69,0.02618,4.5971
225.69,0.025957,4.5395
225.69,0.026123,4.5693
225.69,0.025816,4.5477
225.69,0.025873,4.5491
225.69,0.026055,4.5712
225.69,0.026083,4.568
225.69,0.025922,4.5284
225.69,0.026134,4.5936
225.69,0.025951,4.5358
225.69,0.025838,4.5063
225.69,0.026229,4.5831
225.69,0.025821,4.5187
225.69,0.026022,4.5353
225.69,0.025916,4.5232
225.69,0.026126,4.5683
225.69,0.026097,4.5536
225.69,0.025828,4.5156
225.69,0.026072,4.5435
225.69,0.025852,4.5232
225.69,0.02592,4.5494
225.69,0.025986,4.5671
225.69,0.025882,4.5173
225.69,0.025993,4.5668
225.69,0.026234,4.6021
225.69,0.025996,4.5293
225.69,0.026098,4.5701
225.69,0.026056,4.5626
225.69,0.025887,4.534
225.69,0.025866,4.5353
225.69,0.025992,4.5581
225.69,0.025951,4.52
225.69,0.026084,4.5527
225.69,0.025856,4.5297
225.69,0.026219,4.5949
225.69,0.025851,4.5008
225.69,0.025927,4.5451
225.69,0.025958,4.5607
225.69,0.025935,4.5574
225.69,0.025926,4.5342
225.69,0.026081,4.577
225.69,0.026091,4.56
225.69,0.026065,4.5577
225.69,0.02594,4.541
225.69,0.025931,4.5269
225.69,0.025897,4.5326
225.69,0.025913,4.5491
225.69,0.026104,4.5784
225.69,0.026087,4.5766
225.69,0.025992,4.5206
225.69,0.02621,4.5816
225.69,0.026065,4.5464
225.69,0.025939,4.5219
225.69,0.026063,4.5773
225.69,0.026024,4.5352
225.69,0.026167,4.5879
225.69,0.025964,4.5289
225.69,0.026105,4.5685
225.69,0.025868,4.5442
225.69,0.025912,4.5577
225.69,0.025892,4.5317
225.69,0.025946,4.5159
225.69,0.025931,4.5387
225.69,0.026127,4.5749
225.69,0.025847,4.527
225.69,0.026073,4.5699
225.69,0.025941,4.5187
225.69,0.026124,4.5805
225.69,0.02589,4.528
225.69,0.025868,4.5138
225.69,0.02588,4.4951
225.69,0.025967,4.5074
225.69,0.02598,4.5295
225.69,0.026005,4.5657
225.69,0.026029,4.5531
225.69,0.025916,4.5672
225.69,0.026005,4.5619
225.69,0.02586,4.5135
225.69,0.025975,4.5461
225.69,0.026104,4.5708
225.69,0.025895,4.5304
225.69,0.025905,4.5134
225.69,0.02619,4.5886
225.69,0.026027,4.5719
225.69,0.026074,4.5724
225.69,0.02601,4.5601
225.69,0.02597,4.5483
225.69,0.02608,4.5823
225.69,0.026039,4.5692
225.69,0.026015,4.5599
225.69,0.025947,4.521
225.69,0.026032,4.5539
225.69,0.026073,4.57
225.69,0.025945,4.5333
225.69,0.026156,4.5889
225.69,0.025889,4.5496
225.69,0.026221,4.5827
225.69,0.025952,4.5281
225.69,0.026044,4.5747
225.69,0.026031,4.5696
225.69,0.025958,4.5487
225.69,0.025821,4.5314
225.69,0.026176,4.6143
225.69,0.025968,4.561
225.69,0.026005,4.5627
225.69,0.025996,4.5609
225.69,0.026042,4.5704
225.69,0.025948,4.5453
225.69,0.026046,4.5649
225.69,0.026043,4.5707
225.69,0.025916,4.5342
225.69,0.025874,4.5244
225.69,0.025699,4.5033
225.69,0.026028,4.5638
225.69,0.026101,4.564
225.69,0.025962,4.5613
225.69,0.025971,4.5489
225.69,0.026077,4.5319
225.69,0.026134,4.5594
225.69,0.02618,4.5768
225.69,0.026057,4.5598
225.69,0.026058,4.5709
225.69,0.026052,4.5687
225.69,0.025966,4.5689
225.69,0.025852,4.5614
225.69,0.025827,4.5265
225.69,0.026041,4.5745
225.69,0.026065,4.5667
225.69,0.025858,4.542
225.69,0.02597,4.5505
225.69,0.025819,4.5405
225.69,0.026031,4.5409
225.69,0.026024,4.5503
225.69,0.025927,4.542
225.69,0.026163,4.5923
225.69,0.0261,4.6031
225.69,0.026084,4.5532
225.69,0.026108,4.5699
225.69,0.02601,4.5715
225.69,0.025912,4.5692
225.69,0.02597,4.5275
225.69,0.025887,4.5276
225.69,0.026076,4.562
225.69,0.025981,4.5203
225.69,0.0261,4.5772
225.69,0.025915,4.5298
225.69,0.025898,4.5295
225.69,0.025984,4.5424
225.69,0.025921,4.5173
225.69,0.026032,4.5581
225.69,0.025951,4.5282
225.69,0.026019,4.5572
225.69,0.025945,4.543
225.69,0.026004,4.5622
225.69,0.026051,4.5719
225.69,0.026094,4.5804
225.69,0.025986,4.5633
225.69,0.026034,4.5592
225.69,0.025984,4.5282
225.69,0.025786,4.4977
225.69,0.025892,4.5364
225.69,0.026007,4.5561
225.69,0.025814,4.5102
225.69,0.026161,4.5917
225.69,0.025994,4.542
225.69,0.026006,4.5437
225.69,0.02599,4.5535
225.69,0.02587,4.5398
225.69,0.026031,4.572
225.69,0.025829,4.51
225.69,0.025942,4.5412
225.69,0.02601,4.5403
225.69,0.025793,4.5005
225.69,0.026081,4.5687
225.69,0.02586,4.5422
225.69,0.025814,4.5197
225.69,0.026115,4.5694
225.69,0.025928,4.5667
225.69,0.026004,4.5529
225.69,0.02594,4.5536
225.69,0.025906,4.5329
225.69,0.026047,4.5713
225.69,0.026093,4.5677
225.69,0.025986,4.5351
225.69,0.02592,4.5013
225.69,0.025831,4.5268
225.69,0.026124,4.5854
225.69,0.026201,4.5678
225.68,0.026093,4.57
225.68,0.025903,4.543
225.68,0.026007,4.5537
225.68,0.025774,4.5017
225.68,0.025903,4.5194
225.68,0.025931,4.5422
225.68,0.025945,4.5449
225.68,0.026089,4.5667
225.68,0.025721,4.4764
225.68,0.025976,4.5523
225.68,0.025882,4.5296
225.68,0.026007,4.5421
225.68,0.026021,4.5396
225.68,0.026148,4.5729
225.68,0.025993,4.5419
225.68,0.025899,4.5296
225.68,0.025974,4.507
225.68,0.025907,4.5404
225.68,0.025926,4.5328
225.68,0.025993,4.5645
225.68,0.026038,4.5275
225.68,0.026243,4.5939
225.68,0.026269,4.615
225.68,0.026058,4.5636
225.68,0.026081,4.5605
225.68,0.025944,4.5446
225.68,0.025972,4.5475
225.68,0.026142,4.5843
225.68,0.026104,4.57
225.68,0.025812,4.5011
225.68,0.026069,4.5556
225.68,0.025943,4.5401
225.68,0.026022,4.5506
225.68,0.026013,4.571
225.68,0.025952,4.5513
225.68,0.02606,4.5576
225.68,0.026055,4.5428
225.68,0.025944,4.5308
225.68,0.026083,4.5886
225.68,0.026092,4.5637
225.68,0.025992,4.5617
225.68,0.025949,4.5387
225.68,0.026022,4.5384
225.68,0.026012,4.5464
225.68,0.025945,4.5373
225.68,0.025939,4.5225
225.68,0.026049,4.5632
225.68,0.025972,4.5313
225.68,0.025972,4.5403
225.68,0.025952,4.5349
225.68,0.02602,4.5595
225.68,0.026008,4.5726
225.68,0.02601,4.5566
225.68,0.026019,4.5413
225.68,0.025898,4.5276
225.68,0.0259,4.5143
225.68,0.025963,4.5442
225.68,0.025871,4.5102
225.68,0.026018,4.5506
225.68,0.025934,4.5475
225.68,0.025846,4.5109
225.68,0.026006,4.5539
225.68,0.026134,4.5919
225.68,0.026036,4.5645
225.68,0.026094,4.5544
225.68,0.025938,4.5593
225.68,0.025918,4.5096
225.68,0.025989,4.5385
225.68,0.025959,4.5569
225.68,0.025892,4.5265
225.68,0.025996,4.5632
225.68,0.02604,4.5606
225.68,0.025648,4.4971
225.68,0.026027,4.5715
225.68,0.026032,4.5496
225.68,0.026214,4.5978
225.68,0.025834,4.5079
225.68,0.026027,4.5579
225.68,0.025963,4.5552
225.68,0.026032,4.5706
225.68,0.026041,4.5243
225.68,0.025925,4.5238
225.68,0.026063,4.5634
225.68,0.026154,4.582
225.68,0.025817,4.5239
225.68,0.026076,4.5282
225.68,0.026048,4.5408
225.68,0.025901,4.5307
225.68,0.02616,4.5834
225.68,0.026053,4.5537
225.68,0.025999,4.5586
225.68,0.025972,4.5452
225.68,0.026052,4.5682
225.68,0.025886,4.5183
225.68,0.025976,4.5558
225.68,0.026082,4.5608
225.68,0.02594,4.5605
225.68,0.026092,4.5601
225.68,0.025996,4.5555
225.68,0.02605,4.5692
225.68,0.026005,4.5427
225.68,0.026051,4.5546
225.68,0.026037,4.5658
225.68,0.026002,4.5727
225.68,0.026127,4.5539
225.68,0.026016,4.5408
225.68,0.026071,4.563
225.68,0.026,4.5617
225.68,0.026117,4.5479
225.68,0.025999,4.5449
225.68,0.026093,4.5844
225.68,0.026019,4.5567
225.68,0.02607,4.5542
225.68,0.025922,4.5315
225.68,0.025931,4.5254
225.68,0.02586,4.5032
225.68,0.026156,4.5842
225.68,0.025927,4.5514
225.68,0.026189,4.5757
225.68,0.026019,4.5356
225.68,0.026072,4.5737
225.68,0.025903,4.5511
225.68,0.026,4.5683
225.68,0.026002,4.5547
225.68,0.025935,4.5486
225.68,0.026126,4.5797
225.68,0.0261,4.5607
225.68,0.025934,4.5487
225.68,0.026072,4.565
225.68,0.026033,4.575
225.68,0.025999,4.5775
225.68,0.026045,4.561
225.68,0.025802,4.5127
225.68,0.026001,4.5516
225.68,0.025992,4.5509
225.68,0.025974,4.5299
225.68,0.026099,4.5729
225.68,0.026032,4.5371
225.68,0.026205,4.6105
225.68,0.026061,4.5538
225.68,0.02591,4.5317
225.68,0.026115,4.5529
225.68,0.025952,4.5329
225.68,0.026002,4.5562
225.68,0.026022,4.5468
225.68,0.026046,4.5725
225.68,0.025957,4.5543
225.68,0.025954,4.5435
225.68,0.025892,4.5665
225.68,0.02613,4.568
225.68,0.025797,4.524
225.68,0.026111,4.5753
225.68,0.025961,4.5295
225.68,0.025931,4.573
225.68,0.025944,4.5465
225.68,0.025926,4.5539
225.68,0.026161,4.5862
225.68,0.026106,4.5581
225.68,0.025868,4.5147
225.68,0.025901,4.5422
225.68,0.025905,4.5479
225.68,0.026043,4.5702
225.68,0.02602,4.5717
225.68,0.02582,4.5226
225.68,0.025993,4.5603
225.68,0.025872,4.54
225.68,0.025933,4.5704
225.68,0.026034,4.5383
225.68,0.025871,4.5385
225.68,0.025996,4.5468
225.68,0.025876,4.5372
225.68,0.025912,4.5333
225.68,0.025884,4.5465
225.68,0.025997,4.5707
225.68,0.025894,4.5251
225.68,0.02607,4.566
225.68,0.025922,4.5503
225.68,0.02607,4.5423
225.68,0.025999,4.5416
225.68,0.02625,4.5837
225.68,0.025959,4.5348
225.68,0.026146,4.5556
225.68,0.026063,4.5441
225.68,0.025865,4.5204
225.68,0.025839,4.5118
225.68,0.026285,4.6165
225.68,0.026092,4.5875
225.68,0.025851,4.5345
225.68,0.025956,4.5663
225.68,0.026163,4.5701
225.68,0.025924,4.5338
225.68,0.025946,4.5178
225.68,0.025861,4.519
225.68,0.025969,4.5316
225.68,0.025898,4.5462
225.68,0.026083,4.5885
225.68,0.026111,4.5708
225.68,0.025998,4.5547
225.68,0.02601,4.57
225.68,0.026109,4.5588
225.68,0.026167,4.5907
225.68,0.025856,4.5439
225.68,0.026144,4.57
225.68,0.025913,4.5621
225.68,0.02591,4.5332
225.68,0.025885,4.5318
225.68,0.026163,4.5694
225.68,0.025823,4.5335
225.68,0.026204,4.5918
225.68,0.026054,4.555
225.68,0.025857,4.5034
225.68,0.025751,4.5285
225.68,0.026064,4.5541
225.68,0.026027,4.5557
225.68,0.025988,4.5478
225.68,0.026204,4.5706
225.68,0.025876,4.5237
225.68,0.025882,4.5446
225.68,0.026007,4.5447
225.68,0.025956,4.5549
225.68,0.025984,4.5484
225.68,0.026085,4.5453
225.68,0.025944,4.5268
225.68,0.026071,4.5773
225.68,0.026078,4.5729
225.68,0.025891,4.5215
225.68,0.026062,4.5481
225.68,0.025897,4.5478
225.68,0.026087,4.5876
225.68,0.026083,4.5687
225.68,0.026163,4.5657
225.68,0.025986,4.5506
225.68,0.025941,4.517
225.68,0.026086,4.5509
225.68,0.026122,4.5658
225.68,0.025995,4.5547
225.68,0.025892,4.5277
225.68,0.025914,4.5193
225.68,0.025932,4.5442
225.68,0.025884,4.5405
225.68,0.026047,4.5601
225.68,0.026139,4.5783
225.68,0.026048,4.5746
225.68,0.026003,4.5329
225.68,0.026163,4.5941
225.68,0.025921,4.5381
225.68,0.026154,4.5771
225.68,0.026063,4.5503
225.68,0.025941,4.5299
225.68,0.02602,4.5345
225.68,0.025963,4.5623
225.68,0.02577,4.5161
225.68,0.026002,4.5415
225.68,0.025881,4.5128
225.68,0.025918,4.515
225.68,0.025835,4.5209
225.68,0.025895,4.5155
225.68,0.025881,4.5322
225.68,0.026125,4.5679
225.68,0.026054,4.5421
225.68,0.025999,4.5597
225.68,0.025942,4.5271
225.68,0.025988,4.5266
225.68,0.025962,4.5607
225.68,0.026086,4.5803
225.68,0.026042,4.5688
225.68,0.026038,4.5699
225.68,0.026074,4.5539
225.68,0.026131,4.5919
225.68,0.026075,4.5508
225.68,0.026055,4.5627
225.68,0.025933,4.5453
225.68,0.026077,4.5725
225.68,0.025949,4.5418
225.68,0.025893,4.5346
225.68,0.026004,4.5547
225.68,0.026018,4.5569
225.68,0.025803,4.5272
225.68,0.026063,4.5635
225.68,0.026069,4.5712
225.68,0.026097,4.5709
225.68,0.026175,4.5528
225.68,0.026063,4.5709
225.68,0.026038,4.578
225.68,0.026031,4.5518
225.68,0.02612,4.5669
225.68,0.025998,4.5456
225.68,0.026177,4.5924
225.68,0.026045,4.5679
225.68,0.026034,4.5406
225.68,0.026031,4.5746
225.68,0.025981,4.5638
225.68,0.026113,4.5655
225.68,0.025972,4.5405
225.68,0.025847,4.5379
225.68,0.025817,4.5147
225.68,0.025928,4.5482
225.68,0.02609,4.5734
225.68,0.025956,4.5325
225.68,0.025984,4.5509
225.68,0.025906,4.5475
225.68,0.025979,4.535
225.68,0.025927,4.535
225.68,0.025925,4.5156
225.68,0.025893,4.5395
225.68,0.026044,4.562
225.68,0.025885,4.5349
225.68,0.02595,4.5308
225.68,0.02583,4.5149
225.68,0.026033,4.5474
225.68,0.025891,4.5244
225.68,0.02585,4.5283
225.68,0.025949,4.5632
225.68,0.026001,4.5493
225.68,0.026339,4.6101
225.68,0.025943,4.5525
225.68,0.026161,4.5992
225.68,0.025926,4.5178
225.68,0.026049,4.5477
225.68,0.025823,4.5289
225.68,0.025901,4.5507
225.68,0.025941,4.553
225.68,0.025952,4.5598
225.68,0.02614,4.572
225.68,0.025957,4.5402
225.68,0.026018,4.5326
225.68,0.025908,4.5486
225.68,0.026133,4.5694
225.68,0.026,4.5498
225.68,0.025909,4.5603
225.68,0.026021,4.5611
225.68,0.02599,4.5419
225.68,0.026049,4.5629
225.68,0.025913,4.5374
225.68,0.025772,4.4911
225.68,0.025981,4.5656
225.68,0.02599,4.5381
225.68,0.025956,4.5551
225.68,0.026095,4.5881
225.68,0.026033,4.5736
225.68,0.026071,4.5527
225.68,0.025933,4.5325
225.68,0.025929,4.5297
225.68,0.026113,4.5579
225.68,0.026069,4.5492
225.68,0.025991,4.5532
225.68,0.025864,4.531
225.68,0.025892,4.5283
225.68,0.02591,4.539
225.68,0.026032,4.5672
225.68,0.026117,4.5604
225.68,0.026066,4.5571
225.68,0.026004,4.5366
225.68,0.025944,4.5276
225.68,0.025979,4.5384
225.68,0.026131,4.5559
225.68,0.025998,4.5525
225.68,0.02607,4.5568
225.68,0.026015,4.5578
225.68,0.025972,4.5374
225.68,0.026034,4.5562
225.68,0.026,4.5432
225.68,0.02612,4.5894
225.68,0.025835,4.5204
225.68,0.026149,4.5811
225.68,0.025959,4.5464
225.68,0.025878,4.5489
225.68,0.026023,4.5537
225.68,0.026118,4.584
225.68,0.025985,4.5422
225.68,0.025887,4.548
225.68,0.025815,4.4911
225.68,0.026062,4.5498
225.68,0.025899,4.5315
225.68,0.026094,4.576
225.68,0.025804,4.5235
225.68,0.026093,4.5778
225.68,0.026084,4.5587
225.68,0.025905,4.5255
225.68,0.026039,4.5655
225.68,0.025936,4.5299
225.68,0.025993,4.5429
225.68,0.025991,4.5573
225.68,0.026054,4.564
225.68,0.02604,4.5808
225.68,0.026045,4.5676
225.68,0.025984,4.5559
225.68,0.025858,4.5276
225.68,0.026031,4.5684
225.68,0.026014,4.5421
225.68,0.025996,4.5298
225.68,0.02602,4.5538
225.68,0.02604,4.5802
225.68,0.025966,4.5573
225.68,0.025994,4.5132
225.68,0.025992,4.5241
225.68,0.025904,4.545
225.68,0.025968,4.5583
225.68,0.026056,4.5505
225.68,0.025951,4.5594
225.68,0.025998,4.5634
225.68,0.025954,4.5379
225.68,0.025949,4.5384
225.68,0.025995,4.5461
